"","Country","Year","MIO_EUR.S1.B1GQ","MIO_EUR.S1.B5GQ","MIO_EUR.S13.AF_81L","MIO_EUR.S13.B9","MIO_EUR.S13.D41PAY","MIO_EUR.S13.GD","MIO_EUR.S13.GD_F2","MIO_EUR.S13.GD_F3","MIO_EUR.S13.GD_F31","MIO_EUR.S13.GD_F32","MIO_EUR.S13.GD_F4","MIO_EUR.S13.GD_F41","MIO_EUR.S13.GD_F42","MIO_EUR.S13.IGL_F4_EA17","MIO_EUR.S13.IGL_F4_EA18","MIO_EUR.S13.IGL_F4_EA19","MIO_EUR.S13.IGL_F4_EU25","MIO_EUR.S13.IGL_F4_EU27","MIO_EUR.S13.IGL_F4_EU28","MIO_EUR.S13.P51G","MIO_EUR.S1311.B9","MIO_EUR.S1311.B9_OB","MIO_EUR.S1311.F4_ACQ_ORWB","MIO_EUR.S1311.F4_DIS_ORWB","MIO_EUR.S1311.F5_ACQ_ORWB","MIO_EUR.S1311.F5_DIS_ORWB","MIO_EUR.S1311.F71K_ORWB","MIO_EUR.S1311.F8_ASS_ORWB","MIO_EUR.S1311.F8_LIAB_ORWB","MIO_EUR.S1311.FNDL_ORWB","MIO_EUR.S1311.FNDX_ORWB","MIO_EUR.S1311.FT","MIO_EUR.S1311.GD","MIO_EUR.S1311.ORD41A_ORWB","MIO_EUR.S1311.OROA_ORWB","MIO_EUR.S1311.ORWB","MIO_EUR.S1311.ORWB_E","MIO_EUR.S1312.B9","MIO_EUR.S1312.B9_OB","MIO_EUR.S1312.F4_ORWB","MIO_EUR.S1312.F5_ORWB","MIO_EUR.S1312.F71K_ORWB","MIO_EUR.S1312.F8_ASS_ORWB","MIO_EUR.S1312.F8_LIAB_ORWB","MIO_EUR.S1312.FNDL_ORWB","MIO_EUR.S1312.FNDX_ORWB","MIO_EUR.S1312.FT","MIO_EUR.S1312.GD","MIO_EUR.S1312.ORD41A_ORWB","MIO_EUR.S1312.ORNF_ORWB","MIO_EUR.S1312.OROA_ORWB","MIO_EUR.S1312.ORWB","MIO_EUR.S1313.B9","MIO_EUR.S1313.B9_OB","MIO_EUR.S1313.F4_ORWB","MIO_EUR.S1313.F5_ORWB","MIO_EUR.S1313.F71K_ORWB","MIO_EUR.S1313.F8_ASS_ORWB","MIO_EUR.S1313.F8_LIAB_ORWB","MIO_EUR.S1313.FNDL_ORWB","MIO_EUR.S1313.FNDX_ORWB","MIO_EUR.S1313.FT","MIO_EUR.S1313.GD","MIO_EUR.S1313.ORD41A_ORWB","MIO_EUR.S1313.ORNF_ORWB","MIO_EUR.S1313.OROA_ORWB","MIO_EUR.S1313.ORWB","MIO_EUR.S1314.B9","MIO_EUR.S1314.B9_OB","MIO_EUR.S1314.F4_ORWB","MIO_EUR.S1314.F5_ORWB","MIO_EUR.S1314.F71K_ORWB","MIO_EUR.S1314.F8_ASS_ORWB","MIO_EUR.S1314.F8_LIAB_ORWB","MIO_EUR.S1314.FNDL_ORWB","MIO_EUR.S1314.FNDX_ORWB","MIO_EUR.S1314.FT","MIO_EUR.S1314.GD","MIO_EUR.S1314.ORD41A_ORWB","MIO_EUR.S1314.ORNF_ORWB","MIO_EUR.S1314.OROA_ORWB","MIO_EUR.S1314.ORWB","MIO_NAC.S1.B1GQ","MIO_NAC.S1.B5GQ","MIO_NAC.S13.AF_81L","MIO_NAC.S13.B9","MIO_NAC.S13.D41PAY","MIO_NAC.S13.GD","MIO_NAC.S13.GD_F2","MIO_NAC.S13.GD_F3","MIO_NAC.S13.GD_F31","MIO_NAC.S13.GD_F32","MIO_NAC.S13.GD_F4","MIO_NAC.S13.GD_F41","MIO_NAC.S13.GD_F42","MIO_NAC.S13.IGL_F4_EA17","MIO_NAC.S13.IGL_F4_EA18","MIO_NAC.S13.IGL_F4_EA19","MIO_NAC.S13.IGL_F4_EU25","MIO_NAC.S13.IGL_F4_EU27","MIO_NAC.S13.IGL_F4_EU28","MIO_NAC.S13.P51G","MIO_NAC.S1311.B9","MIO_NAC.S1311.B9_OB","MIO_NAC.S1311.F4_ACQ_ORWB","MIO_NAC.S1311.F4_DIS_ORWB","MIO_NAC.S1311.F5_ACQ_ORWB","MIO_NAC.S1311.F5_DIS_ORWB","MIO_NAC.S1311.F71K_ORWB","MIO_NAC.S1311.F8_ASS_ORWB","MIO_NAC.S1311.F8_LIAB_ORWB","MIO_NAC.S1311.FNDL_ORWB","MIO_NAC.S1311.FNDX_ORWB","MIO_NAC.S1311.FT","MIO_NAC.S1311.GD","MIO_NAC.S1311.ORD41A_ORWB","MIO_NAC.S1311.ORNF_ORWB","MIO_NAC.S1311.OROA_ORWB","MIO_NAC.S1311.ORWB","MIO_NAC.S1311.ORWB_E","MIO_NAC.S1312.B9","MIO_NAC.S1312.B9_OB","MIO_NAC.S1312.F4_ORWB","MIO_NAC.S1312.F5_ORWB","MIO_NAC.S1312.F71K_ORWB","MIO_NAC.S1312.F8_ASS_ORWB","MIO_NAC.S1312.F8_LIAB_ORWB","MIO_NAC.S1312.FNDL_ORWB","MIO_NAC.S1312.FNDX_ORWB","MIO_NAC.S1312.FT","MIO_NAC.S1312.GD","MIO_NAC.S1312.ORD41A_ORWB","MIO_NAC.S1312.ORNF_ORWB","MIO_NAC.S1312.OROA_ORWB","MIO_NAC.S1312.ORWB","MIO_NAC.S1312.ORWB_E","MIO_NAC.S1313.B9","MIO_NAC.S1313.B9_OB","MIO_NAC.S1313.F4_ORWB","MIO_NAC.S1313.F5_ORWB","MIO_NAC.S1313.F71K_ORWB","MIO_NAC.S1313.F8_ASS_ORWB","MIO_NAC.S1313.F8_LIAB_ORWB","MIO_NAC.S1313.FNDL_ORWB","MIO_NAC.S1313.FNDX_ORWB","MIO_NAC.S1313.FT","MIO_NAC.S1313.GD","MIO_NAC.S1313.ORD41A_ORWB","MIO_NAC.S1313.ORNF_ORWB","MIO_NAC.S1313.OROA_ORWB","MIO_NAC.S1313.ORWB","MIO_NAC.S1313.ORWB_E","MIO_NAC.S1314.B9","MIO_NAC.S1314.B9_OB","MIO_NAC.S1314.F4_ORWB","MIO_NAC.S1314.F5_ORWB","MIO_NAC.S1314.F71K_ORWB","MIO_NAC.S1314.F8_ASS_ORWB","MIO_NAC.S1314.F8_LIAB_ORWB","MIO_NAC.S1314.FNDL_ORWB","MIO_NAC.S1314.FNDX_ORWB","MIO_NAC.S1314.FT","MIO_NAC.S1314.GD","MIO_NAC.S1314.ORD41A_ORWB","MIO_NAC.S1314.ORNF_ORWB","MIO_NAC.S1314.OROA_ORWB","MIO_NAC.S1314.ORWB","MIO_NAC.S1314.ORWB_E","PC_GDP.S1.B1GQ","PC_GDP.S1.B5GQ","PC_GDP.S13.AF_81L","PC_GDP.S13.B9","PC_GDP.S13.D41PAY","PC_GDP.S13.GD","PC_GDP.S13.GD_F2","PC_GDP.S13.GD_F3","PC_GDP.S13.GD_F31","PC_GDP.S13.GD_F32","PC_GDP.S13.GD_F4","PC_GDP.S13.GD_F41","PC_GDP.S13.GD_F42","PC_GDP.S13.IGL_F4_EA17","PC_GDP.S13.IGL_F4_EA18","PC_GDP.S13.IGL_F4_EA19","PC_GDP.S13.IGL_F4_EU25","PC_GDP.S13.IGL_F4_EU27","PC_GDP.S13.IGL_F4_EU28","PC_GDP.S13.P51G","PC_GDP.S1311.B9","PC_GDP.S1311.B9_OB","PC_GDP.S1311.F4_ACQ_ORWB","PC_GDP.S1311.F4_DIS_ORWB","PC_GDP.S1311.F5_ACQ_ORWB","PC_GDP.S1311.F5_DIS_ORWB","PC_GDP.S1311.F71K_ORWB","PC_GDP.S1311.F8_ASS_ORWB","PC_GDP.S1311.F8_LIAB_ORWB","PC_GDP.S1311.FNDX_ORWB","PC_GDP.S1311.FT","PC_GDP.S1311.GD","PC_GDP.S1311.ORD41A_ORWB","PC_GDP.S1311.OROA_ORWB","PC_GDP.S1311.ORWB","PC_GDP.S1311.ORWB_E","PC_GDP.S1312.B9","PC_GDP.S1312.B9_OB","PC_GDP.S1312.F4_ORWB","PC_GDP.S1312.F5_ORWB","PC_GDP.S1312.F71K_ORWB","PC_GDP.S1312.F8_ASS_ORWB","PC_GDP.S1312.F8_LIAB_ORWB","PC_GDP.S1312.FNDX_ORWB","PC_GDP.S1312.FT","PC_GDP.S1312.GD","PC_GDP.S1312.ORD41A_ORWB","PC_GDP.S1312.ORNF_ORWB","PC_GDP.S1312.OROA_ORWB","PC_GDP.S1312.ORWB","PC_GDP.S1313.B9","PC_GDP.S1313.B9_OB","PC_GDP.S1313.F4_ORWB","PC_GDP.S1313.F5_ORWB","PC_GDP.S1313.F71K_ORWB","PC_GDP.S1313.F8_ASS_ORWB","PC_GDP.S1313.F8_LIAB_ORWB","PC_GDP.S1313.FNDX_ORWB","PC_GDP.S1313.FT","PC_GDP.S1313.GD","PC_GDP.S1313.ORD41A_ORWB","PC_GDP.S1313.ORNF_ORWB","PC_GDP.S1313.OROA_ORWB","PC_GDP.S1313.ORWB","PC_GDP.S1314.B9","PC_GDP.S1314.B9_OB","PC_GDP.S1314.F4_ORWB","PC_GDP.S1314.F5_ORWB","PC_GDP.S1314.F71K_ORWB","PC_GDP.S1314.F8_ASS_ORWB","PC_GDP.S1314.F8_LIAB_ORWB","PC_GDP.S1314.FNDX_ORWB","PC_GDP.S1314.FT","PC_GDP.S1314.GD","PC_GDP.S1314.ORD41A_ORWB","PC_GDP.S1314.ORNF_ORWB","PC_GDP.S1314.OROA_ORWB","PC_GDP.S1314.ORWB"
"378","France",2015,2190122,2219092.5,26374.5,-77427,44112,2097102.5,39244,1760738,177230,1583508,297120.5,14659.9,282460.6,49975.8,49975.8,49975.8,49975.8,49975.8,49975.8,75330,-72424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1745806.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683,NA,NA,NA,NA,NA,NA,NA,NA,NA,196804,NA,NA,NA,NA,-5686,NA,NA,NA,NA,NA,NA,NA,NA,NA,228810,NA,NA,NA,NA,2190122,2219092.5,26374.5,-77427,44112,2097102.5,39244,1760738,177230,1583508,297120.5,14659.9,282460.6,49975.8,49975.8,49975.8,49975.8,49975.8,49975.8,75330,-72424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1745806.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683,NA,NA,NA,NA,NA,NA,NA,NA,NA,196804,NA,NA,NA,NA,NA,-5686,NA,NA,NA,NA,NA,NA,NA,NA,NA,228810,NA,NA,NA,NA,NA,100,101.3,1.2,-3.5,2,95.8,1.8,80.4,8.1,72.3,13.6,0.7,12.9,2.3,2.3,2.3,2.3,2.3,2.3,3.4,-3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA
"379","HR",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","HR",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","HR",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","HR",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","HR",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","HR",2000,NA,23127.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176768.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","HR",2001,NA,25440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","HR",2002,28541.7,28046.5,NA,-993.6,505.2,10356.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1573.3,-608.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-383.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211579.5,207908.7,NA,-7365.2,3745.3,77413.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11662.7,-4511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2843.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,98.3,NA,-3.5,1.8,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,-2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","HR",2003,30702.7,29677.7,NA,-1435.3,548.3,11587.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250.9,-1360.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232382.7,224624.3,NA,-10863.8,4150.3,88588.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17036.2,-10299.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-526.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,96.7,NA,-4.7,1.8,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","HR",2004,33464.5,32903.4,NA,-1739.2,646.7,13216.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2184.5,-1767.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250873.2,246667.1,NA,-13038.5,4848.1,101304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16376.2,-13249.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-787.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,98.3,NA,-5.2,1.9,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
