"","Country","Year","MIO_EUR.S1.B1GQ","MIO_EUR.S1.B5GQ","MIO_EUR.S13.AF_81L","MIO_EUR.S13.B9","MIO_EUR.S13.D41PAY","MIO_EUR.S13.GD","MIO_EUR.S13.GD_F2","MIO_EUR.S13.GD_F3","MIO_EUR.S13.GD_F31","MIO_EUR.S13.GD_F32","MIO_EUR.S13.GD_F4","MIO_EUR.S13.GD_F41","MIO_EUR.S13.GD_F42","MIO_EUR.S13.IGL_F4_EA17","MIO_EUR.S13.IGL_F4_EA18","MIO_EUR.S13.IGL_F4_EA19","MIO_EUR.S13.IGL_F4_EU25","MIO_EUR.S13.IGL_F4_EU27","MIO_EUR.S13.IGL_F4_EU28","MIO_EUR.S13.P51G","MIO_EUR.S1311.B9","MIO_EUR.S1311.B9_OB","MIO_EUR.S1311.F4_ACQ_ORWB","MIO_EUR.S1311.F4_DIS_ORWB","MIO_EUR.S1311.F5_ACQ_ORWB","MIO_EUR.S1311.F5_DIS_ORWB","MIO_EUR.S1311.F71K_ORWB","MIO_EUR.S1311.F8_ASS_ORWB","MIO_EUR.S1311.F8_LIAB_ORWB","MIO_EUR.S1311.FNDL_ORWB","MIO_EUR.S1311.FNDX_ORWB","MIO_EUR.S1311.FT","MIO_EUR.S1311.GD","MIO_EUR.S1311.ORD41A_ORWB","MIO_EUR.S1311.OROA_ORWB","MIO_EUR.S1311.ORWB","MIO_EUR.S1311.ORWB_E","MIO_EUR.S1312.B9","MIO_EUR.S1312.B9_OB","MIO_EUR.S1312.F4_ORWB","MIO_EUR.S1312.F5_ORWB","MIO_EUR.S1312.F71K_ORWB","MIO_EUR.S1312.F8_ASS_ORWB","MIO_EUR.S1312.F8_LIAB_ORWB","MIO_EUR.S1312.FNDL_ORWB","MIO_EUR.S1312.FNDX_ORWB","MIO_EUR.S1312.FT","MIO_EUR.S1312.GD","MIO_EUR.S1312.ORD41A_ORWB","MIO_EUR.S1312.ORNF_ORWB","MIO_EUR.S1312.OROA_ORWB","MIO_EUR.S1312.ORWB","MIO_EUR.S1313.B9","MIO_EUR.S1313.B9_OB","MIO_EUR.S1313.F4_ORWB","MIO_EUR.S1313.F5_ORWB","MIO_EUR.S1313.F71K_ORWB","MIO_EUR.S1313.F8_ASS_ORWB","MIO_EUR.S1313.F8_LIAB_ORWB","MIO_EUR.S1313.FNDL_ORWB","MIO_EUR.S1313.FNDX_ORWB","MIO_EUR.S1313.FT","MIO_EUR.S1313.GD","MIO_EUR.S1313.ORD41A_ORWB","MIO_EUR.S1313.ORNF_ORWB","MIO_EUR.S1313.OROA_ORWB","MIO_EUR.S1313.ORWB","MIO_EUR.S1314.B9","MIO_EUR.S1314.B9_OB","MIO_EUR.S1314.F4_ORWB","MIO_EUR.S1314.F5_ORWB","MIO_EUR.S1314.F71K_ORWB","MIO_EUR.S1314.F8_ASS_ORWB","MIO_EUR.S1314.F8_LIAB_ORWB","MIO_EUR.S1314.FNDL_ORWB","MIO_EUR.S1314.FNDX_ORWB","MIO_EUR.S1314.FT","MIO_EUR.S1314.GD","MIO_EUR.S1314.ORD41A_ORWB","MIO_EUR.S1314.ORNF_ORWB","MIO_EUR.S1314.OROA_ORWB","MIO_EUR.S1314.ORWB","MIO_NAC.S1.B1GQ","MIO_NAC.S1.B5GQ","MIO_NAC.S13.AF_81L","MIO_NAC.S13.B9","MIO_NAC.S13.D41PAY","MIO_NAC.S13.GD","MIO_NAC.S13.GD_F2","MIO_NAC.S13.GD_F3","MIO_NAC.S13.GD_F31","MIO_NAC.S13.GD_F32","MIO_NAC.S13.GD_F4","MIO_NAC.S13.GD_F41","MIO_NAC.S13.GD_F42","MIO_NAC.S13.IGL_F4_EA17","MIO_NAC.S13.IGL_F4_EA18","MIO_NAC.S13.IGL_F4_EA19","MIO_NAC.S13.IGL_F4_EU25","MIO_NAC.S13.IGL_F4_EU27","MIO_NAC.S13.IGL_F4_EU28","MIO_NAC.S13.P51G","MIO_NAC.S1311.B9","MIO_NAC.S1311.B9_OB","MIO_NAC.S1311.F4_ACQ_ORWB","MIO_NAC.S1311.F4_DIS_ORWB","MIO_NAC.S1311.F5_ACQ_ORWB","MIO_NAC.S1311.F5_DIS_ORWB","MIO_NAC.S1311.F71K_ORWB","MIO_NAC.S1311.F8_ASS_ORWB","MIO_NAC.S1311.F8_LIAB_ORWB","MIO_NAC.S1311.FNDL_ORWB","MIO_NAC.S1311.FNDX_ORWB","MIO_NAC.S1311.FT","MIO_NAC.S1311.GD","MIO_NAC.S1311.ORD41A_ORWB","MIO_NAC.S1311.ORNF_ORWB","MIO_NAC.S1311.OROA_ORWB","MIO_NAC.S1311.ORWB","MIO_NAC.S1311.ORWB_E","MIO_NAC.S1312.B9","MIO_NAC.S1312.B9_OB","MIO_NAC.S1312.F4_ORWB","MIO_NAC.S1312.F5_ORWB","MIO_NAC.S1312.F71K_ORWB","MIO_NAC.S1312.F8_ASS_ORWB","MIO_NAC.S1312.F8_LIAB_ORWB","MIO_NAC.S1312.FNDL_ORWB","MIO_NAC.S1312.FNDX_ORWB","MIO_NAC.S1312.FT","MIO_NAC.S1312.GD","MIO_NAC.S1312.ORD41A_ORWB","MIO_NAC.S1312.ORNF_ORWB","MIO_NAC.S1312.OROA_ORWB","MIO_NAC.S1312.ORWB","MIO_NAC.S1312.ORWB_E","MIO_NAC.S1313.B9","MIO_NAC.S1313.B9_OB","MIO_NAC.S1313.F4_ORWB","MIO_NAC.S1313.F5_ORWB","MIO_NAC.S1313.F71K_ORWB","MIO_NAC.S1313.F8_ASS_ORWB","MIO_NAC.S1313.F8_LIAB_ORWB","MIO_NAC.S1313.FNDL_ORWB","MIO_NAC.S1313.FNDX_ORWB","MIO_NAC.S1313.FT","MIO_NAC.S1313.GD","MIO_NAC.S1313.ORD41A_ORWB","MIO_NAC.S1313.ORNF_ORWB","MIO_NAC.S1313.OROA_ORWB","MIO_NAC.S1313.ORWB","MIO_NAC.S1313.ORWB_E","MIO_NAC.S1314.B9","MIO_NAC.S1314.B9_OB","MIO_NAC.S1314.F4_ORWB","MIO_NAC.S1314.F5_ORWB","MIO_NAC.S1314.F71K_ORWB","MIO_NAC.S1314.F8_ASS_ORWB","MIO_NAC.S1314.F8_LIAB_ORWB","MIO_NAC.S1314.FNDL_ORWB","MIO_NAC.S1314.FNDX_ORWB","MIO_NAC.S1314.FT","MIO_NAC.S1314.GD","MIO_NAC.S1314.ORD41A_ORWB","MIO_NAC.S1314.ORNF_ORWB","MIO_NAC.S1314.OROA_ORWB","MIO_NAC.S1314.ORWB","MIO_NAC.S1314.ORWB_E","PC_GDP.S1.B1GQ","PC_GDP.S1.B5GQ","PC_GDP.S13.AF_81L","PC_GDP.S13.B9","PC_GDP.S13.D41PAY","PC_GDP.S13.GD","PC_GDP.S13.GD_F2","PC_GDP.S13.GD_F3","PC_GDP.S13.GD_F31","PC_GDP.S13.GD_F32","PC_GDP.S13.GD_F4","PC_GDP.S13.GD_F41","PC_GDP.S13.GD_F42","PC_GDP.S13.IGL_F4_EA17","PC_GDP.S13.IGL_F4_EA18","PC_GDP.S13.IGL_F4_EA19","PC_GDP.S13.IGL_F4_EU25","PC_GDP.S13.IGL_F4_EU27","PC_GDP.S13.IGL_F4_EU28","PC_GDP.S13.P51G","PC_GDP.S1311.B9","PC_GDP.S1311.B9_OB","PC_GDP.S1311.F4_ACQ_ORWB","PC_GDP.S1311.F4_DIS_ORWB","PC_GDP.S1311.F5_ACQ_ORWB","PC_GDP.S1311.F5_DIS_ORWB","PC_GDP.S1311.F71K_ORWB","PC_GDP.S1311.F8_ASS_ORWB","PC_GDP.S1311.F8_LIAB_ORWB","PC_GDP.S1311.FNDX_ORWB","PC_GDP.S1311.FT","PC_GDP.S1311.GD","PC_GDP.S1311.ORD41A_ORWB","PC_GDP.S1311.OROA_ORWB","PC_GDP.S1311.ORWB","PC_GDP.S1311.ORWB_E","PC_GDP.S1312.B9","PC_GDP.S1312.B9_OB","PC_GDP.S1312.F4_ORWB","PC_GDP.S1312.F5_ORWB","PC_GDP.S1312.F71K_ORWB","PC_GDP.S1312.F8_ASS_ORWB","PC_GDP.S1312.F8_LIAB_ORWB","PC_GDP.S1312.FNDX_ORWB","PC_GDP.S1312.FT","PC_GDP.S1312.GD","PC_GDP.S1312.ORD41A_ORWB","PC_GDP.S1312.ORNF_ORWB","PC_GDP.S1312.OROA_ORWB","PC_GDP.S1312.ORWB","PC_GDP.S1313.B9","PC_GDP.S1313.B9_OB","PC_GDP.S1313.F4_ORWB","PC_GDP.S1313.F5_ORWB","PC_GDP.S1313.F71K_ORWB","PC_GDP.S1313.F8_ASS_ORWB","PC_GDP.S1313.F8_LIAB_ORWB","PC_GDP.S1313.FNDX_ORWB","PC_GDP.S1313.FT","PC_GDP.S1313.GD","PC_GDP.S1313.ORD41A_ORWB","PC_GDP.S1313.ORNF_ORWB","PC_GDP.S1313.OROA_ORWB","PC_GDP.S1313.ORWB","PC_GDP.S1314.B9","PC_GDP.S1314.B9_OB","PC_GDP.S1314.F4_ORWB","PC_GDP.S1314.F5_ORWB","PC_GDP.S1314.F71K_ORWB","PC_GDP.S1314.F8_ASS_ORWB","PC_GDP.S1314.F8_LIAB_ORWB","PC_GDP.S1314.FNDX_ORWB","PC_GDP.S1314.FT","PC_GDP.S1314.GD","PC_GDP.S1314.ORD41A_ORWB","PC_GDP.S1314.ORNF_ORWB","PC_GDP.S1314.OROA_ORWB","PC_GDP.S1314.ORWB"
"158","EA17",2005,8425027.8,NA,NA,-218395.7,246196.8,5845237.3,200035.7,4591363.7,339711.2,4251652.5,1053586.9,97150.3,956436.6,NA,NA,NA,NA,NA,NA,264685.3,-182316.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25322.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20820.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10064.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8425027.8,NA,NA,-218395.7,246196.8,5845237.3,200035.7,4591363.7,339711.2,4251652.5,1053586.9,97150.3,956436.6,NA,NA,NA,NA,NA,NA,264685.3,-182316.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25322.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20820.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10064.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,-2.6,2.9,69.4,2.4,54.5,4,50.5,12.5,1.2,11.4,NA,NA,NA,NA,NA,NA,3.1,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","EA17",2006,8862379.3,NA,NA,-132168,250307.1,5985543.7,214384.8,4695906.8,303526.9,4392380.1,1074327.1,102878.3,971447.8,NA,NA,NA,NA,NA,NA,282728.8,-131792.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12430.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19758.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31813.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8862379.3,NA,NA,-132168,250307.1,5985543.7,214384.8,4695906.8,303526.9,4392380.1,1074327.1,102878.3,971447.8,NA,NA,NA,NA,NA,NA,282728.8,-131792.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12430.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19758.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31813.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,-1.5,2.8,67.5,2.4,53,3.4,49.6,12.1,1.2,11,NA,NA,NA,NA,NA,NA,3.2,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","EA17",2007,9348864.1,NA,NA,-59399.6,268434.7,6094552.2,203728.7,4819546.3,346297.9,4473249.4,1071224.6,118008.9,953216.7,NA,NA,NA,NA,NA,NA,299442.8,-105178.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1238.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6769.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51309.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9348864.1,NA,NA,-59399.6,268434.7,6094552.2,203728.7,4819546.3,346297.9,4473249.4,1071224.6,118008.9,953216.7,NA,NA,NA,NA,NA,NA,299442.8,-105178.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1238.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6769.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51309.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,-0.6,2.9,65.2,2.2,51.6,3.7,47.8,11.5,1.3,10.2,NA,NA,NA,NA,NA,NA,3.2,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","EA17",2008,9576134.7,NA,NA,-205795.9,282443.5,6590442.5,216384.3,5255449.2,600860.2,4654589,1118003.2,135011,982992.2,NA,NA,NA,NA,NA,NA,317700.1,-212810.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21388.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18710.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47113.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9576134.7,NA,NA,-205795.9,282443.5,6590442.5,216384.3,5255449.2,600860.2,4654589,1118003.2,135011,982992.2,NA,NA,NA,NA,NA,NA,317700.1,-212810.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21388.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18710.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47113.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,-2.1,2.9,68.8,2.3,54.9,6.3,48.6,11.7,1.4,10.3,NA,NA,NA,NA,NA,NA,3.3,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","EA17",2009,9242179.2,NA,NA,-577272.8,259372.9,7260302.1,233185.9,5848916.9,743153,5105762.9,1178201.3,134132.9,1044846,777.6,777.6,777.6,777.6,913.6,913.6,335845.9,-466782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45887.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32692.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31912.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9242179.2,NA,NA,-577272.8,259372.9,7260302.1,233185.9,5848916.9,743153,5105762.9,1178201.3,134132.9,1044846,777.6,777.6,777.6,777.6,913.6,913.6,335845.9,-466782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45887.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32692.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31912.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,-6.2,2.8,78.6,2.5,63.3,8,55.2,12.7,1.5,11.3,0,0,0,0,0,0,3.6,-5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","EA17",2010,9498027.3,NA,NA,-585819.5,261654.4,7983367.1,238257.8,6259520.5,655563.8,5603956.7,1485587.9,317489.1,1189172.1,21072.3,21072.3,21072.3,21072.3,21196.4,21196.4,321915.1,-472127.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65989.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35520.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12181.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9498027.3,NA,NA,-585819.5,261654.4,7983367.1,238257.8,6259520.5,655563.8,5603956.7,1485587.9,317489.1,1189172.1,21072.3,21072.3,21072.3,21072.3,21196.4,21196.4,321915.1,-472127.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65989.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35520.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12181.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,-6.2,2.8,84.1,2.5,65.9,6.9,59,15.6,3.3,12.5,0.2,0.2,0.2,0.2,0.2,0.2,3.4,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","EA17",2011,9747611.1,NA,NA,-406063.1,292130.4,8403791.6,284315.6,6607453.4,676865.4,5930588,1512022.6,278170.2,1303085.6,69234.2,69234.2,69234.2,69234.2,69348.5,69348.5,302691.5,-322820.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68522.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18541.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3822.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9747611.1,NA,NA,-406063.1,292130.4,8403791.6,284315.6,6607453.4,676865.4,5930588,1512022.6,278170.2,1303085.6,69234.2,69234.2,69234.2,69234.2,69348.5,69348.5,302691.5,-322820.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68522.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18541.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3822.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,-4.2,3,86.2,2.9,67.8,6.9,60.8,15.5,2.9,13.4,0.7,0.7,0.7,0.7,0.7,0.7,3.1,-3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","EA17",2012,9778479.8,9836979.4,183509.8,-358563,295599.4,8763220.1,295268,6760389.6,630580.3,6129809.3,1707562.5,238710.7,1662177.1,193325.4,193325.4,193325.4,193325.4,193427.3,193427.3,284820.6,-330315.7,-42962.4,26892,-9076.9,36455.1,-12040,2336.7,-924.4,-3295.7,-5522.3,-173.8,42056.5,7471732.1,-5290.7,-34628.3,-285682.2,NA,-27590.3,3803.3,461.9,2082.5,117.1,NA,NA,573.9,592.7,3137,928578.3,NA,6218.9,-9005.4,-33121.1,-194.9,-935.7,68.9,1393.2,NA,NA,NA,460.1,-5795.3,-4333.2,629410.7,NA,-40505.5,7363.7,38940.5,-462.1,5740.4,97.4,-184.7,0,1082.2,-3527,0,7964.9,7877.6,266710.6,13,0.7,-1833.1,-9826,9778479.8,9836979.4,183509.8,-358563,295599.4,8763220.1,295268,6760389.6,630580.3,6129809.3,1707562.5,238710.7,1662177.1,193325.4,193325.4,193325.4,193325.4,193427.3,193427.3,284820.6,-330315.7,-42962.4,26892,-9076.9,36455.1,-12040,2336.7,-924.4,-3295.7,NA,-173.8,42056.5,7471732.1,-5290.7,NA,-34628.3,-285682.2,NA,-27590.3,3803.3,461.9,2082.5,117.1,NA,NA,NA,592.7,3137,928578.3,NA,6218.9,-9005.4,-33121.1,NA,-194.9,-935.7,68.9,1393.2,NA,NA,NA,NA,-5795.3,-4333.2,629410.7,NA,-40505.5,7363.7,38940.5,NA,-462.1,5740.4,97.4,-184.7,0,1082.2,-3527,NA,7964.9,7877.6,266710.6,13,0.7,-1833.1,-9826,NA,100,100.6,1.9,-3.7,3,89.6,3,69.1,6.4,62.7,17.5,2.4,17,2,2,2,2,2,2,2.9,-3.4,-0.4,0.3,-0.1,0.4,-0.1,0,0,0,0,0.4,76.4,-0.1,-0.4,-2.9,NA,-0.3,0,0,0,0,NA,NA,0,0,9.5,NA,0.1,-0.1,-0.3,0,0,0,0,NA,NA,NA,-0.1,0,6.4,NA,-0.4,0.1,0.4,0,0.1,0,0,0,0,0,0.1,0.1,2.7,0,0,0,-0.1
"166","EA17",2013,9872717.8,9927229.7,177174.3,-294471.4,277007.6,9024331.5,262478.5,7061517,598048.4,6463468.5,1700335.1,200723.2,1730526.9,230915,230915,230915,230915,231003.8,231004.2,280447.8,-256194.1,-15014.4,39690.9,-12189.1,37652.4,-18302.8,3707.1,4210.3,1057.8,-8656.9,-7466.4,39385,7788926.2,893.6,-22722.6,-264034.2,NA,-20326.6,764.1,948.5,1125.3,476.2,NA,NA,245,401,2474.7,927455.1,NA,-1141.9,-8415.5,-14080.6,-4805.5,-975.2,-30.4,1676.2,NA,NA,NA,560,-12394.8,-10748.9,647882.6,NA,-45995.7,-1793.3,49279.9,-13145.2,6886.7,483.9,641.9,0,-232.1,997.5,0,3280.5,4406.3,274861.2,8,1659.8,-4224.9,-22807.2,9872717.8,9927229.7,177174.3,-294471.4,277007.6,9024331.5,262478.5,7061517,598048.4,6463468.5,1700335.1,200723.2,1730526.9,230915,230915,230915,230915,231003.8,231004.2,280447.8,-256194.1,-15014.4,39690.9,-12189.1,37652.4,-18302.8,3707.1,4210.3,1057.8,NA,-7466.4,39385,7788926.2,893.6,NA,-22722.6,-264034.2,NA,-20326.6,764.1,948.5,1125.3,476.2,NA,NA,NA,401,2474.7,927455.1,NA,-1141.9,-8415.5,-14080.6,NA,-4805.5,-975.2,-30.4,1676.2,NA,NA,NA,NA,-12394.8,-10748.9,647882.6,NA,-45995.7,-1793.3,49279.9,NA,-13145.2,6886.7,483.9,641.9,0,-232.1,997.5,NA,3280.5,4406.3,274861.2,8,1659.8,-4224.9,-22807.2,NA,100,100.6,1.8,-3,2.8,91.4,2.7,71.5,6.1,65.5,17.2,2,17.5,2.3,2.3,2.3,2.3,2.3,2.3,2.8,-2.6,-0.2,0.4,-0.1,0.4,-0.2,0,0,0,-0.1,0.4,78.9,0,-0.2,-2.7,NA,-0.2,0,0,0,0,NA,NA,0,0,9.4,NA,0,-0.1,-0.1,0,0,0,0,NA,NA,NA,-0.1,-0.1,6.6,NA,-0.5,0,0.5,-0.1,0.1,0,0,0,0,0,0,0,2.8,0,0,0,-0.2
"167","EA17",2014,10053887.4,10109787.9,163203.3,-260865.5,267194.3,9282886,278327,7300371.7,572993.4,6727378.3,1704186.3,198323.3,1746327.7,240464.6,240464.6,240464.6,240464.6,240540.4,240542,274605.3,-223194.8,3221.1,40786.1,-13997.3,17107.3,-7706.5,3372.3,11735.1,-4316.9,-146.8,136.2,36325.8,8045060.3,11.1,-30884.3,-239459.1,NA,-20257.5,1622,1475.5,2006.6,755.1,NA,NA,497.7,733.1,4215.1,951808.9,NA,-788.8,-7284.8,-18009.3,-2930.1,-871.8,93.6,1475.7,NA,NA,NA,448.4,-11312.3,-9742.9,656581.7,NA,-38843.7,-2590.6,44902,-14483.1,5733.6,486,-200.1,0,4236.4,-1821.1,0,4928,5213.9,288094,24,-362.5,-2563.1,-24900.4,10053887.4,10109787.9,163203.3,-260865.5,267194.3,9282886,278327,7300371.7,572993.4,6727378.3,1704186.3,198323.3,1746327.7,240464.6,240464.6,240464.6,240464.6,240540.4,240542,274605.3,-223194.8,3221.1,40786.1,-13997.3,17107.3,-7706.5,3372.3,11735.1,-4316.9,NA,136.2,36325.8,8045060.3,11.1,NA,-30884.3,-239459.1,NA,-20257.5,1622,1475.5,2006.6,755.1,NA,NA,NA,733.1,4215.1,951808.9,NA,-788.8,-7284.8,-18009.3,NA,-2930.1,-871.8,93.6,1475.7,NA,NA,NA,NA,-11312.3,-9742.9,656581.7,NA,-38843.7,-2590.6,44902,NA,-14483.1,5733.6,486,-200.1,0,4236.4,-1821.1,NA,4928,5213.9,288094,24,-362.5,-2563.1,-24900.4,NA,100,100.6,1.6,-2.6,2.7,92.3,2.8,72.6,5.7,66.9,17,2,17.4,2.4,2.4,2.4,2.4,2.4,2.4,2.7,-2.2,0,0.4,-0.1,0.2,-0.1,0,0.1,0,0,0.4,80,0,-0.3,-2.4,NA,-0.2,0,0,0,0,NA,NA,0,0,9.5,NA,0,-0.1,-0.2,0,0,0,0,NA,NA,NA,-0.1,-0.1,6.5,NA,-0.4,0,0.4,-0.1,0.1,0,0,0,0,0,0,0.1,2.9,0,0,0,-0.2
