"Country","Year","Desirable","Undesirable","USldrSpread","democ","autoc","DefIncrease","DefDecrease","DefSame","DefIDK","DefSpread","EUldrSpread","EUfvrSpread","NATOessSpread","NATO.EUspread","IntlCnf","CivilWar","GDPpCap","Population","NATOally","Attacks","IntAt","DomAt","Unit.Currency","DefSpnd","DefSpendDiff","DefSpendDelt","DefSpnd_lead","DefSpendDiff_lead","DefSpendDelt_lead","EquSpnd","EquSpendDiff","EquSpendDelt","EquSpnd_lead","EquSpendDiff_lead","EquSpendDelt_lead","InfSpnd","InfSpnd_lead","OnMspnd","OnMspendDiff","OnMspendDelt","OnMspnd_lead","OnMspendDiff_lead","OnMspendDelt_lead","PerSpnd","PerSpnd_lead","RnDspnd","RnDspnd_lead","Cab_left_right","Opp_left_right","left_right_ls_spread","Cab_liberty_authority","Opp_liberty_authority","liberty_authority_ls_spread","Cab_eu_anti_pro","Opp_eu_anti_pro","eu_anti_pro_ls_spread","CabinetChecksum","OppositionChecksum","UnlabeledParliamentShare","ThreatRatio","GDPpCapDiff","PopulationDiff","GDPpCapDelt","PopulationDelt","DefSpread_lag1","EUldrSpread_lag1","EUfvrSpread_lag1","NATOessSpread_lag1","NATO.EUspread_lag1","DefSpread_lag2","EUldrSpread_lag2","EUfvrSpread_lag2","NATOessSpread_lag2","NATO.EUspread_lag2"
"Poland",2009,41,39,0.02,10,0,NA,NA,NA,NA,NA,0.52,0.6,0.14,0.26,0,0,11918,38151603,1,0,0,0,"Mil EURO",5.879e+09,-4.68e+08,-0.0737356231290374,6.877e+09,9.98e+08,0.169756761353972,934705349.5,52499720.5,0.0595096185902935,1244815565,310110215.5,0.331773232779599,291856718,273577111.2,1056521319,-87592442,-0.0765592067727957,1443119262,386597943,0.365915894026555,3607349034,3884794980,NA,NA,5.97072125,"6.62657009345794",0.430137705465123,4.07689125,"6.80241542056075",7.42848200431085,8.85212833333333,"6.26894065420561",6.67285858559729,1,1,0.0130434782608696,0.332178378378378,-2162,25844,-0.153551136363636,0.000677861914827771,0.17,0.54,NA,0.19,0.2,NA,0.63,NA,0.07,NA
"Poland",2010,46,41,0.05,10,0,NA,NA,NA,NA,NA,0.51,0.65,0.15,0.15,0,0,12684,38183683,1,0,0,0,"Mil EURO",6.877e+09,9.98e+08,0.169756761353972,6.654e+09,-2.23e+08,-0.0324269303475353,1244815565,310110215.5,0.331773232779599,1071227848,-173587717,-0.139448543126146,273577111.2,317832497.2,1443119262,386597943,0.365915894026555,1410381706,-32737556,-0.0226852740879014,3884794980,3827232987,NA,NA,5.97072125,"6.62657009345794",0.430137705465123,4.07689125,"6.80241542056075",7.42848200431085,8.85212833333333,"6.26894065420561",6.67285858559729,1,1,0.0130434782608696,0.324861618798956,766,32080,0.0642725289478101,0.00084085588749705,NA,0.52,0.6,0.14,0.26,0.17,0.54,NA,0.19,0.2
"Poland",2011,49,30,0.19,10,0,21,19,55,6,0.02,0.54,0.61,0.16,0.13,0,0,13608,38534157,1,0,0,0,"Mil EURO",6.654e+09,-2.23e+08,-0.0324269303475353,6.889e+09,2.35e+08,0.0353171024947401,1071227848,-173587717,-0.139448543126146,1047071340,-24156508,-0.0225502987483948,317832497.2,328353690.9,1410381706,-32737556,-0.0226852740879014,1552839330,142457624,0.10100643208428,3827232987,3919722186,NA,98926702.53,5.97314712875284,"6.64814418904578",0.458358147704193,4.07353165821921,"6.78263436888982",7.3412505726566,8.85687760725446,"6.29724789415011",6.55584724174617,1,1,0.0117594362173913,0.315820895522388,924,350474,0.0728476821192052,0.00917863266359098,NA,0.51,0.65,0.15,0.15,NA,0.52,0.6,0.14,0.26
"Poland",2012,39,43,-0.04,10,0,19,21,49,10,-0.02,0.45,0.5,0.05,0.09,0,0,12585,38535873,1,0,0,0,"Mil EURO",6.889e+09,2.35e+08,0.0353171024947401,6.876e+09,-1.3e+07,-0.00188706633763969,1047071340,-24156508,-0.0225502987483948,946959873.9,-100111466.1,-0.0956109314385397,328353690.9,383558142.5,1552839330,142457624,0.10100643208428,1582177338,29338008,0.0188931381587303,3919722186,3931470960,98926702.53,NA,5.99125659574468,"6.80919732142857",0.669027030732289,4.04845191489362,"6.63496651785714",6.69005779134356,8.8923314893617,"6.50856473214286",5.68234395282165,1,1,0.00217391304347826,0.341048899755501,-1023,1716,-0.0751763668430335,4.45319200832461e-05,0.02,0.54,0.61,0.16,0.13,NA,0.51,0.65,0.15,0.15
"Poland",2013,50,33,0.17,10,0,22,19,52,6,0.03,0.5,0.58,0.1,0.06,0,0,13049,38530725,1,0,0,0,"Mil EURO",6.876e+09,-1.3e+07,-0.00188706633763969,7.618e+09,7.42e+08,0.107911576497964,946959873.9,-100111466.1,-0.0956109314385397,1432094257,485134383.1,0.512307222799211,383558142.5,NA,1582177338,29338008,0.0188931381587303,NA,NA,NA,3931470960,NA,NA,NA,5.99125659574468,"6.80919732142857",0.669027030732289,4.04845191489362,"6.63496651785714",6.69005779134356,8.8923314893617,"6.50856473214286",5.68234395282165,1,1,0.00217391304347826,0.347019277108434,464,-5148,0.0368692888359157,-0.00013358981123901,-0.02,0.45,0.5,0.05,0.09,0.02,0.54,0.61,0.16,0.13
"Poland",2014,61,28,0.33,NA,NA,NA,NA,NA,NA,NA,0.55,0.57,0.34,0.15,0,0,NA,NA,1,NA,NA,NA,"Mil EURO",7.618e+09,7.42e+08,0.107911576497964,NA,NA,NA,1432094257,485134383.1,0.512307222799211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.99125659574468,"6.80919732142857",0.669027030732289,4.04845191489362,"6.63496651785714",6.69005779134356,8.8923314893617,"6.50856473214286",5.68234395282165,1,1,0.00217391304347826,NA,NA,NA,NA,NA,0.03,0.5,0.58,0.1,0.06,-0.02,0.45,0.5,0.05,0.09
"Portugal",2002,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14989,10419631,1,0,0,0,"Mil EURO",2.577e+09,-7.75e+08,-0.231205250596659,2.506e+09,-7.1e+07,-0.0275514163756306,105655882.1,-71984892.2,-0.405227304844055,185417359,79761476.9,0.754917523896192,19973047.06,21939795.05,274629397.1,-152082057.7,-0.356404910131323,319345905.7,44716508.6,0.162824916313374,2099666572,1916075434,20625384.81,19674336,5.85897270520903,"4.3070395191403",6.31067416543699,6.28502606653968,"4.07874382318125",13.8442793946932,8.31136913382093,"7.96687569987233",1.45126023680552,1,1,0,0.0767886597938144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Portugal",2003,43,44,-0.01,10,0,32,26,24,18,0.06,NA,NA,NA,NA,0,0,17851,10458821,1,0,0,0,"Mil EURO",2.506e+09,-7.1e+07,-0.0275514163756306,2.68e+09,1.74e+08,0.0694333599361532,185417359,79761476.9,0.754917523896192,203647156.7,18229797.7,0.0983176429559651,21939795.05,23445285.49,319345905.7,44716508.6,0.162824916313374,448065456.1,128719550.4,0.403072493188379,1916075434,1932933537,19674336,8520600.921,6.49811176470588,"3.77225675675676",7.43028552436133,7.25407058823529,"3.26729009009009",15.8944187403909,7.98931176470588,"8.33083243243243",0.11663636648439,1,1,0,0.0768489583333333,2862,39190,0.190940022683301,0.0037611696613824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Portugal",2004,32,49,-0.17,10,0,16,45,22,16,-0.29,NA,NA,0.49,-0.24,0,0,19679,10483861,1,0,0,0,"Mil EURO",2.68e+09,1.74e+08,0.0694333599361532,2.858e+09,1.78e+08,0.0664179104477611,203647156.7,18229797.7,0.0983176429559651,254348121.8,50700965.1,0.248964758072657,23445285.49,28001733.15,448065456.1,128719550.4,0.403072493188379,403224957.4,-44840498.7,-0.100075777075733,1932933537,2119731200,8520600.921,8065762.384,6.49811176470588,"3.77225675675676",7.43028552436133,7.25407058823529,"3.26729009009009",15.8944187403909,7.98931176470588,"8.33083243243243",0.11663636648439,1,1,0,0.0777040816326531,1828,25040,0.102403226709988,0.00239415131017151,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Portugal",2005,44,47,-0.03,10,0,NA,NA,NA,NA,NA,0.71,NA,0.4,-0.24,0,0,19821,10503330,1,0,0,0,"Mil EURO",2.858e+09,1.78e+08,0.0664179104477611,2.755e+09,-1.03e+08,-0.0360391882435269,254348121.8,50700965.1,0.248964758072657,245230259.2,-9117862.59999999,-0.0358479651254102,28001733.15,48787123.79,403224957.4,-44840498.7,-0.100075777075733,355061845.4,-48163112,-0.11944476926864,2119731200,2065321574,8065762.384,5852471.113,4.52014456938224,"5.25254567185271",3.38391978003407,4.25513280428741,"5.57003849738362",8.42132850905101,8.98599457051544,"7.15782137417405",4.46306758211834,1,1,0,0.0778629441624366,142,19469,0.00721581381167735,0.00185704484254412,-0.29,NA,NA,0.49,-0.24,0.06,NA,NA,NA,NA
"Portugal",2006,37,52,-0.15,10,0,NA,NA,NA,NA,NA,0.64,NA,0.25,-0.39,0,0,20371,10522288,1,0,0,0,"Mil EURO",2.755e+09,-1.03e+08,-0.0360391882435269,2.573e+09,-1.82e+08,-0.0660617059891107,245230259.2,-9117862.59999999,-0.0358479651254102,216173184,-29057075.2,-0.118488947060576,48787123.79,17746151.7,355061845.4,-48163112,-0.11944476926864,309290072.5,-45771772.9,-0.128912113461347,2065321574,1995174484,5852471.113,6110711.092,4.0492,"5.60499541284404",2.42049936662655,3.5411,"6.1183119266055",6.64202131463766,9.2233,"6.87853302752294",5.49793215521926,1,1,0,0.08966,550,18958,0.0277483477120226,0.00180495138208547,NA,0.71,NA,0.4,-0.24,-0.29,NA,NA,0.49,-0.24
"Portugal",2007,33,52,-0.19,10,0,NA,NA,NA,NA,NA,0.63,NA,0.31,NA,0,0,23004,10542964,1,0,0,0,"Mil EURO",2.573e+09,-1.82e+08,-0.0660617059891107,2.653e+09,8e+07,0.0310921103769919,216173184,-29057075.2,-0.118488947060576,358152839.7,141979655.7,0.656786623913538,17746151.7,23557264.57,309290072.5,-45771772.9,-0.128912113461347,363828863.8,54538791.3,0.176335408566985,1995174484,1876728744,6110711.092,2993168.035,4.0492,"5.60499541284404",2.42049936662655,3.5411,"6.1183119266055",6.64202131463766,9.2233,"6.87853302752294",5.49793215521926,1,1,0,0.0903756097560976,2633,20676,0.129252368563153,0.00196497187683886,NA,0.64,NA,0.25,-0.39,NA,0.71,NA,0.4,-0.24
"Portugal",2008,33,54,-0.21,10,0,38,26,27,9,0.12,0.54,NA,0.3,-0.34,0,0,25127,10558177,1,0,0,0,"Mil EURO",2.653e+09,8e+07,0.0310921103769919,2.786e+09,1.33e+08,0.050131926121372,358152839.7,141979655.7,0.656786623913538,242351738.8,-115801100.9,-0.323328724677986,23557264.57,22023797.78,363828863.8,54538791.3,0.176335408566985,415699183.1,51870319.3,0.142567906125539,1876728744,2075742941,2993168.035,2454360.823,4.0492,"5.60499541284404",2.42049936662655,3.5411,"6.1183119266055",6.64202131463766,9.2233,"6.87853302752294",5.49793215521926,1,1,0,0.0902135922330097,2123,15213,0.0922882976873587,0.00144295285462426,NA,0.63,NA,0.31,NA,NA,0.64,NA,0.25,-0.39
"Portugal",2009,55,34,0.21,10,0,NA,NA,NA,NA,NA,0.64,0.81,0.42,-0.07,0,0,24024,10568247,1,0,0,0,"Mil EURO",2.786e+09,1.33e+08,0.050131926121372,2.86e+09,7.4e+07,0.0265613783201724,242351738.8,-115801100.9,-0.323328724677986,377570143.4,135218404.6,0.557942787081006,22023797.78,11309734.39,415699183.1,51870319.3,0.142567906125539,458044242.7,42345059.6,0.101864668783372,2075742941,1984858385,2454360.823,2042825.856,4.0492,"5.59479550098175",2.38933520090142,3.5411,"6.12352519826983",6.66904261835667,9.2233,"6.83843829662595",5.69482384512695,1,1,0,0.0891,-1103,10070,-0.043897003223624,0.00095376313543527,0.12,0.54,NA,0.3,-0.34,NA,0.63,NA,0.31,NA
"Portugal",2010,59,37,0.22,10,0,NA,NA,NA,NA,NA,0.7,0.67,0.36,-0.12,0,0,22900,10573100,1,0,0,0,"Mil EURO",2.86e+09,7.4e+07,0.0265613783201724,2.678e+09,-1.82e+08,-0.0636363636363636,377570143.4,135218404.6,0.557942787081006,324087380.1,-53482763.3,-0.141649874162163,11309734.39,NA,458044242.7,42345059.6,0.101864668783372,252848886.9,-205195355.8,-0.447981519406182,1984858385,2062298734,2042825.856,2128972.056,4.0492,"5.54874135338346",2.24862427050709,3.5411,"6.14706390977444",6.79104789904687,9.2233,"6.6574045112782",6.58381965904291,1,1,0,0.0787044334975369,-1124,4853,-0.0467865467865468,0.000459205769887783,NA,0.64,0.81,0.42,-0.07,0.12,0.54,NA,0.3,-0.34
"Portugal",2011,58,38,0.2,10,0,10,49,38,3,-0.39,0.57,0.56,0.43,-0.15,0,0,23196,10557560,1,0,0,0,"Mil EURO",2.678e+09,-1.82e+08,-0.0636363636363636,2.449e+09,-2.29e+08,-0.085511575802838,324087380.1,-53482763.3,-0.141649874162163,227754639.6,-96332740.5,-0.297243109158634,NA,NA,252848886.9,-205195355.8,-0.447981519406182,293519967,40671080.1,0.160851331396547,2062298734,1886226673,2128972.056,4769094.436,5.44862624951074,"4.45855332089888",6.11943826748537,5.64007784829199,"4.5407488559642",12.5920280182907,8.40560084870707,"7.27614410067692",2.98649556975506,1,1,0,0.06995,296,-15540,0.0129257641921396,-0.00146976761782258,NA,0.7,0.67,0.36,-0.12,NA,0.64,0.81,0.42,-0.07
"Portugal",2012,55,39,0.16,10,0,8,45,43,3,-0.37,0.51,0.36,0.37,-0.3,0,0,20263,10514844,1,0,0,0,"Mil EURO",2.449e+09,-2.29e+08,-0.085511575802838,2.532e+09,8.3e+07,0.0338913842384647,227754639.6,-96332740.5,-0.297243109158634,213935337.6,-13819302,-0.0606762699731189,NA,NA,293519967,40671080.1,0.160851331396547,420168000,126648033,0.431480128232639,1886226673,1850740000,4769094.436,4710000,6.60895454545455,"3.55462857142857",9.32890715560971,7.38043636363636,"3.20887959183673",17.4018859003473,7.72760909090909,"7.7891693877551",0.00378967014776888,1,1,0,0.0761658031088083,-2933,-42716,-0.126444214519745,-0.00404601063124432,-0.39,0.57,0.56,0.43,-0.15,NA,0.7,0.67,0.36,-0.12
"Portugal",2013,58,37,0.21,10,0,11,46,41,2,-0.35,0.49,0.29,0.32,-0.34,0,0,20779,10459806,1,0,0,0,"Mil EURO",2.532e+09,8.3e+07,0.0338913842384647,2.253e+09,-2.79e+08,-0.110189573459716,213935337.6,-13819302,-0.0606762699731189,180240000,-33695337.6,-0.157502439653055,NA,NA,420168000,126648033,0.431480128232639,NA,NA,NA,1850740000,NA,4710000,NA,6.60895454545455,"3.55462857142857",9.32890715560971,7.38043636363636,"3.20887959183673",17.4018859003473,7.72760909090909,"7.7891693877551",0.00378967014776888,1,1,0,0.0674842105263158,516,-55038,0.0254651334945468,-0.00523431446058542,-0.37,0.51,0.36,0.37,-0.3,-0.39,0.57,0.56,0.43,-0.15
"Portugal",2014,53,37,0.16,NA,NA,NA,NA,NA,NA,NA,0.48,0.27,0.42,-0.36,0,0,NA,NA,1,NA,NA,NA,"Mil EURO",2.253e+09,-2.79e+08,-0.110189573459716,NA,NA,NA,180240000,-33695337.6,-0.157502439653055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.60895454545455,"3.55462857142857",9.32890715560971,7.38043636363636,"3.20887959183673",17.4018859003473,7.72760909090909,"7.7891693877551",0.00378967014776888,1,1,0,NA,NA,NA,NA,NA,-0.35,0.49,0.29,0.32,-0.34,-0.37,0.51,0.36,0.37,-0.3
"Slovakia",2002,NA,NA,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7605,5376912,0,NA,NA,NA,"Mil EURO",8.3e+08,7e+06,0.00850546780072903,9.06e+08,7.6e+07,0.0915662650602409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13457631.12,10998581.92,5.87332313995474,"5.05623450899237",2.38480155512225,4.13807316725891,"6.20231543729394",6.06512964272116,8.77001389581224,"6.48663221359457",5.21496332684983,1,1,0,0.33396011643071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia",2003,NA,NA,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9860,5373374,0,NA,NA,NA,"Mil EURO",9.06e+08,7.6e+07,0.0915662650602409,8.57e+08,-4.9e+07,-0.0540838852097131,NA,NA,NA,89120663.9,NA,NA,NA,67783001.09,NA,NA,NA,266841941,NA,NA,NA,434154412,10998581.92,8371816.557,7.06786923076923,"3.69986666666667",11.3434412718015,5.46958846153846,"4.91919166666667",0.302936631805145,8.886,"6.66809722222222",4.91909273167438,1,1,0,0.338246984540704,2255,-3538,0.296515450361604,-0.000657998494303036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia",2004,NA,NA,NA,9,0,11,32,32,26,-0.21,NA,NA,NA,NA,0,0,11637,5372280,1,NA,NA,NA,"Mil EURO",8.57e+08,-4.9e+07,-0.0540838852097131,9.31e+08,7.4e+07,0.0863477246207702,89120663.9,NA,NA,137761959.4,48641295.5,0.545791440182483,67783001.09,63420113.38,266841941,NA,NA,296582294.9,29740353.9,0.111453071389553,434154412,435546955.1,8371816.557,12667745.32,7.06786923076923,"3.69986666666667",11.3434412718015,5.46958846153846,"4.91919166666667",0.302936631805145,8.886,"6.66809722222222",4.91909273167438,1,1,0,0.324698418405347,1777,-1094,0.180223123732252,-0.000203596474021683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia",2005,NA,NA,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12309,5372807,1,NA,NA,NA,"Mil EURO",9.31e+08,7.4e+07,0.0863477246207702,9.58e+08,2.7e+07,0.029001074113856,137761959.4,48641295.5,0.545791440182483,121629278.1,-16132681.3,-0.117105486668913,63420113.38,49889439.17,296582294.9,29740353.9,0.111453071389553,316606056.3,20023761.3999999,0.0675150261641593,435546955.1,471071435.2,12667745.32,9968924.696,7.06786923076923,"3.69986666666667",11.3434412718015,5.46958846153846,"4.91919166666667",0.302936631805145,8.886,"6.66809722222222",4.91909273167438,1,1,0,0.325560323870172,672,527,0.0577468419695797,9.80961528438407e-05,-0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia",2006,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13476,5373054,1,NA,NA,NA,"Mil EURO",9.58e+08,2.7e+07,0.029001074113856,9.8e+08,2.2e+07,0.0229645093945721,121629278.1,-16132681.3,-0.117105486668913,158716651.3,37087373.2,0.304921428288901,49889439.17,24540328.11,316606056.3,20023761.3999999,0.0675150261641593,292520711,-24085345.3,-0.076073545722631,471071435.2,505530759,9968924.696,8333541.584,4.62345811522676,"6.40257990088532",6.28121166193579,5.05419764797998,"5.78266280438161",0.744082868304487,6.99454576493645,"8.37802078067453",3.82115603149549,1,1,0.01604395604,0.304378123987134,1167,247,0.0948086765781135,4.59722450480982e-05,NA,NA,NA,NA,NA,-0.21,NA,NA,NA,NA
"Slovakia",2007,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16165,5374622,1,NA,NA,NA,"Mil EURO",9.8e+08,2.2e+07,0.0229645093945721,1.019e+09,3.9e+07,0.0397959183673469,158716651.3,37087373.2,0.304921428288901,148831084.5,-9885566.79999998,-0.0622843710412884,24540328.11,20421913.9,292520711,-24085345.3,-0.076073545722631,323687335.3,31166624.3,0.106545017593643,505530759,527906474.3,8333541.584,8497411.047,4.50308235294118,"7.04087538461538",6.44039347161417,5.18448823529412,"6.20566307692308",1.04279805717593,6.40620588235294,"8.80782615384615",5.76777992844713,1,1,0,0.30680177407305,2689,1568,0.199539922825764,0.000291826585029575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia",2008,NA,NA,NA,10,0,11,16,55,19,-0.05,NA,NA,NA,NA,0,0,18791,5379233,1,NA,NA,NA,"Mil EURO",1.019e+09,3.9e+07,0.0397959183673469,1.003e+09,-1.6e+07,-0.0157016683022572,148831084.5,-9885566.79999998,-0.0622843710412884,132446234.2,-16384850.3,-0.110090243278446,20421913.9,45233876.88,323687335.3,31166624.3,0.106545017593643,266377275,-57310060.3,-0.177053761608819,527906474.3,560900073.3,8497411.047,8634093.562,4.50308235294118,"7.04087538461538",6.44039347161417,5.18448823529412,"6.20566307692308",1.04279805717593,6.40620588235294,"8.80782615384615",5.76777992844713,1,1,0,0.269234821559521,2626,4611,0.162449737086298,0.00085792079889524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia",2009,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17141,5386406,1,NA,NA,NA,"Mil EURO",1.003e+09,-1.6e+07,-0.0157016683022572,8.81e+08,-1.22e+08,-0.121635094715852,132446234.2,-16384850.3,-0.110090243278446,86319164.4,-46127069.8,-0.348270149609131,45233876.88,37058298.7,266377275,-57310060.3,-0.177053761608819,208232345.1,-58144929.9,-0.218280369074276,560900073.3,550580437.8,8634093.562,4405495.845,4.50308235294118,"7.04087538461538",6.44039347161417,5.18448823529412,"6.20566307692308",1.04279805717593,6.40620588235294,"8.80782615384615",5.76777992844713,1,1,0,0.279100412912092,-1650,7173,-0.0878079931882284,0.00133346148047497,-0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia",2010,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16774,5391428,1,NA,NA,NA,"Mil EURO",8.81e+08,-1.22e+08,-0.121635094715852,7.72e+08,-1.09e+08,-0.12372304199773,86319164.4,-46127069.8,-0.348270149609131,54815193.46,-31503970.94,-0.364970758915271,37058298.7,7734660.435,208232345.1,-58144929.9,-0.218280369074276,173256393.7,-34975951.4,-0.167965987143848,550580437.8,537558900.2,4405495.845,5369482.691,5.70572725308801,"5.58559614957318",7.56066676959726,5.47009357236059,"5.33477168354725",1.44698883613527,7.37688494387092,"7.83870722134703",4.23265171971059,1,1,0,0.26717621357195,-367,5022,-0.0214106528207223,0.000932347097489572,NA,NA,NA,NA,NA,-0.05,NA,NA,NA,NA
"Slovakia",2011,NA,NA,NA,10,0,10,43,42,6,-0.33,NA,NA,NA,NA,0,0,18066,5398384,1,NA,NA,NA,"Mil EURO",7.72e+08,-1.09e+08,-0.12372304199773,7.97e+08,2.5e+07,0.0323834196891191,54815193.46,-31503970.94,-0.364970758915271,76465407.35,21650213.89,0.394967389940869,7734660.435,3192301.22,173256393.7,-34975951.4,-0.167965987143848,187547696.7,14291303,0.0824864392868867,537558900.2,530720077.8,5369482.691,6648952.321,6.99273492137323,"4.03995592674879",8.71907505074157,5.7730819190104,"4.40523979487253",1.87102452365803,8.4173442099489,"6.79592694504736",2.62950109618348,1,1,0.00263736264,0.256772657245692,1292,6956,0.0770239656611422,0.00129019621517723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia",2012,NA,NA,NA,10,0,7,45,42,6,-0.38,NA,NA,NA,NA,0,0,16763,5407579,1,NA,NA,NA,"Mil EURO",7.97e+08,2.5e+07,0.0323834196891191,7.5e+08,-4.7e+07,-0.0589711417816813,76465407.35,21650213.89,0.394967389940869,53837553.25,-22627854.1,-0.295922756239655,3192301.22,4512000,187547696.7,14291303,0.0824864392868867,148896000,-38651696.7,-0.206089956742188,530720077.8,557232000,6648952.321,3348999.999,4.31279805370568,"6.31655048339097",12.4461112743124,4.19814716546716,"5.95823473355087",6.46675477484449,7.49476854622939,"7.65419850978934",1.1822083945859,1,1,0.00343378996,0.25937912289614,-1303,9195,-0.0721244326358906,0.00170328750233395,-0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia",2013,NA,NA,NA,10,0,5,48,45,2,-0.43,NA,NA,NA,NA,0,0,17255,5414095,1,NA,NA,NA,"Mil EURO",7.5e+08,-4.7e+07,-0.0589711417816813,7.52e+08,2e+06,0.0026666666666666,53837553.25,-22627854.1,-0.295922756239655,83472000,29634446.75,0.550441930605381,4512000,NA,148896000,-38651696.7,-0.206089956742188,NA,NA,NA,557232000,NA,3348999.999,NA,3.3799,"7.09375074626866",13.7926873655603,3.6548,"6.49587313432836",8.07169655460237,7.1697,"7.96257164179104",0.628645440356427,1,1,0,0.258283411747697,492,6516,0.0293503549483982,0.00120497546129239,-0.38,NA,NA,NA,NA,-0.33,NA,NA,NA,NA
"Slovakia",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,"Mil EURO",7.52e+08,2e+06,0.0026666666666666,NA,NA,NA,83472000,29634446.75,0.550441930605381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3799,"7.09375074626866",13.7926873655603,3.6548,"6.49587313432836",8.07169655460237,7.1697,"7.96257164179104",0.628645440356427,1,1,0,NA,NA,NA,NA,NA,-0.43,NA,NA,NA,NA,-0.38,NA,NA,NA,NA
"Spain",2002,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19803,41431558,1,28,0,28,"Mil EURO",1.1906e+10,1.569e+09,0.151784850536906,1.1478e+10,-4.28e+08,-0.0359482613808164,2774197735,1461452233,1.1132791777031,2548041886,-226155849,-0.081521171381102,251955536.8,242313835.2,2363582893,98082079,0.0432937734534842,2319289566,-44293327,-0.0187399084378125,6586837605,6427086010,1794059967,1653378033,7.5969,"4.02635602409639",12.7487842838616,7.8127,"3.47355481927711",18.8281808993907,7.7368,"8.73904337349398",1.00449177971259,1,1,0.00285714285714286,0.0643209523809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spain",2003,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24328,42187645,1,11,0,11,"Mil EURO",1.1478e+10,-4.28e+08,-0.0359482613808164,1.176e+10,2.82e+08,0.024568740198641,2548041886,-226155849,-0.081521171381102,2681277716,133235830,0.0522894975675452,242313835.2,271587288.1,2319289566,-44293327,-0.0187399084378125,2479710022,160420456,0.0691679289864058,6427086010,6364589056,1653378033,238845076.1,7.5969,"4.02635602409639",12.7487842838616,7.8127,"3.47355481927711",18.8281808993907,7.7368,"8.73904337349398",1.00449177971259,1,1,0.00285714285714286,0.0641490740740741,4525,756087,0.228500732212291,0.0182490602936052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spain",2004,18,76,-0.58,10,0,16,28,38,19,-0.12,NA,NA,0.21,-0.1,0,0,27174,42921895,1,26,0,26,"Mil EURO",1.176e+10,2.82e+08,0.024568740198641,1.1623e+10,-1.37e+08,-0.0116496598639456,2681277716,133235830,0.0522894975675452,2568675790,-112601926,-0.0419956222095421,271587288.1,209698883.6,2479710022,160420456,0.0691679289864058,2516386603,36676581,0.0147906733749532,6364589056,6360866136,238845076.1,213784818.8,4.869027123552,"6.13277017524184",11.2893931084405,4.439049589368,"6.07371935180418",17.4723458275681,8.720875616343,"7.99199601900335",1.77411888331649,1,1,0.00285714285714286,0.0636955357142857,2846,734250,0.116984544557711,0.0174043846249299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
