"Country","year","Cab_left_right","Opp_left_right","left_right_ls_spread","Cab_liberty_authority","Opp_liberty_authority","liberty_authority_ls_spread","Cab_eu_anti_pro","Opp_eu_anti_pro","eu_anti_pro_ls_spread","CabinetChecksum","OppositionChecksum","UnlabeledParliamentShare"
"Austria",2000,7.18196695569131,3.83938162453495,14.273292956582,7.81124823421047,3.47716934160828,22.5170520473212,5.71250207023522,7.65628036651991,9.6957137666209,1,1,0
"Austria",2001,7.41135,3.50443164556962,15.264011028185,8.06735,3.11405316455696,24.53514954001,5.4133,8.13671518987342,7.41699029643327,1,1,0
"Austria",2002,7.35138685121433,3.50179278163887,14.8484162863004,8.03874117612172,3.10979862296225,24.2997166884999,5.63267160492793,8.13304461312365,6.69152829847651,1,1,0
"Austria",2003,6.82144226804124,3.47847093023256,11.1754573654104,7.78590103092783,3.0721976744186,22.2189993331664,7.57144226804124,8.10060465116279,0.280012827710881,1,1,0
"Austria",2004,6.82144226804124,3.47847093023256,11.1754573654104,7.78590103092784,3.0721976744186,22.2189993331664,7.57144226804124,8.10060465116279,0.280012827710881,1,1,0
"Austria",2005,6.79372377009194,3.71410474221282,9.50819897639893,7.78106905622825,3.33549132498942,19.7881902051479,7.89554704034307,7.80458967451102,0.142153091437449,1,1,0
"Austria",2006,6.78407362637363,3.7961402173913,8.92774605651273,7.77938681318681,3.42715652173913,18.9419085097948,8.00838351648352,7.70153260869565,0.0941574796102369,1,1,0
"Austria",2007,5.12761500369206,5.83656099597467,0.88867552352683,5.57942637111558,5.46626937168218,0.520424338646708,8.62687621631019,4.17087883761292,20.3422238291431,1,1,0
"Austria",2008,5.07639336421763,5.97519088240124,0.892376436681688,5.51059315839157,5.61843234362355,0.130402151089187,8.64370923282963,4.01629475784902,21.4470128496126,1,1,0
"Austria",2009,5.02507777777778,6.913568,3.56639531942894,5.43311111111111,6.71403466666667,1.64076515517709,8.63631111111111,3.38081333333333,27.6202568922272,1,1,0
"Austria",2010,5.02507777777778,6.913568,3.56639531942894,5.43311111111111,6.71403466666667,1.64076515517709,8.63631111111111,3.38081333333333,27.6202568922272,1,1,0
"Austria",2011,5.02507777777778,6.913568,3.56639531942894,5.43311111111111,6.71403466666667,1.64076515517709,8.63631111111111,3.38081333333333,27.6202568922272,1,1,0
"Austria",2012,5.02507777777778,6.913568,3.56639531942894,5.43311111111111,6.71403466666667,1.64076515517709,8.63631111111111,3.38081333333333,27.6202568922272,1,1,0
"Austria",2013,5.02536332556188,6.88034875370049,3.46708942928316,5.43354226329008,6.65563410181343,1.57403837249135,8.63635227827707,3.44542267366532,27.0427500336215,1,1,0
"Austria",2014,5.03200707070707,6.10744761904762,1.15657237301502,5.44357373737374,5.29684761904762,0.0215285537990502,8.6373101010101,4.94866666666667,13.6060903857249,1,1,0
